id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2492200335,20150423T000000,901000.000000,4,3.250000,1560,4080,1.000000,0,0,3,7,1560,0,1916,0,98126,47.534700,-122.380000,1370,4080
8651442060,20140611T000000,214950.000000,3,1.750000,1570,4875,1.000000,0,0,4,7,1310,260,1977,0,98042,47.362100,-122.094000,1380,5200
3303990410,20141111T000000,1096500.000000,5,3.250000,4010,12110,2.000000,0,0,3,11,4010,0,2003,0,98059,47.522800,-122.151000,4010,12334
2660500365,20150106T000000,392000.000000,3,1.000000,1230,9600,1.000000,0,0,3,7,1230,0,1952,0,98118,47.555300,-122.288000,1510,6600
976000790,20141020T000000,670000.000000,3,2.500000,1800,4763,2.000000,0,0,3,7,1240,560,1985,0,98119,47.646000,-122.362000,1790,4763
7298040310,20140523T000000,556000.000000,5,2.500000,3840,16905,2.000000,0,0,3,11,3840,0,1991,0,98023,47.299600,-122.342000,3270,12133
1454100267,20150417T000000,430000.000000,2,1.000000,1460,9207,1.000000,0,0,3,7,1210,250,1947,0,98125,47.719500,-122.287000,1500,6898
3095000185,20141013T000000,526000.000000,3,1.000000,1320,5250,1.500000,0,0,5,7,1320,0,1913,0,98126,47.556600,-122.378000,1490,5250
4389201075,20140731T000000,1900000.000000,4,2.500000,3680,13351,2.000000,0,2,5,9,3680,0,1946,1982,98004,47.615400,-122.214000,3410,11700
37000335,20140814T000000,446450.000000,3,1.500000,1480,7749,1.000000,0,0,5,7,1480,0,1960,0,98126,47.514400,-122.379000,1140,5320
6430500010,20140620T000000,547000.000000,5,2.500000,2200,4080,1.500000,0,0,5,7,1420,780,1916,0,98103,47.687200,-122.350000,1300,4080
5379802181,20141119T000000,193000.000000,2,1.000000,680,8640,1.000000,0,0,4,5,680,0,1951,0,98188,47.455900,-122.289000,1320,13140
4249400270,20150417T000000,360000.000000,3,2.500000,1480,3851,2.000000,0,0,3,8,1480,0,1998,0,98072,47.773200,-122.163000,1650,4716
3501600235,20140505T000000,585000.000000,2,1.000000,1770,8640,1.500000,0,0,3,6,1520,250,1949,0,98117,47.692600,-122.363000,1060,4804
745530180,20150317T000000,870000.000000,5,3.500000,4495,10079,2.000000,0,0,3,9,3580,915,2013,0,98011,47.733900,-122.209000,4495,10079
1112700170,20150227T000000,425000.000000,2,1.000000,1300,11080,1.000000,0,0,4,7,1300,0,1955,0,98034,47.728100,-122.233000,1600,9259
955000453,20150413T000000,574000.000000,2,2.250000,1100,1114,2.000000,0,0,3,8,900,200,2009,0,98122,47.619900,-122.304000,1230,1800
1982200245,20150127T000000,726000.000000,3,2.500000,1890,3880,1.500000,0,0,4,8,1460,430,1915,0,98107,47.664200,-122.362000,1010,3880
3275730110,20140908T000000,425000.000000,3,2.250000,1630,10500,1.000000,0,0,3,7,1100,530,1974,0,98034,47.717600,-122.236000,1640,9794
1591600527,20150423T000000,333500.000000,3,1.500000,2230,9120,1.000000,0,0,3,7,1390,840,1959,0,98146,47.500800,-122.358000,1420,8450
6600410290,20140819T000000,207500.000000,3,1.750000,1320,12528,1.000000,0,0,4,7,1320,0,1970,0,98042,47.323400,-122.142000,1340,11039
4031000250,20140626T000000,150000.000000,3,1.000000,1310,9612,1.000000,0,0,3,7,960,350,1962,0,98001,47.295800,-122.285000,1310,9812
722059070,20150115T000000,235000.000000,3,1.000000,1430,15246,1.000000,0,0,4,7,980,450,1961,0,98031,47.407500,-122.214000,1960,13068
9268851320,20141210T000000,450000.000000,3,2.250000,1620,997,2.500000,0,0,3,8,1540,80,2012,0,98027,47.539400,-122.027000,1620,1068
7923300310,20140527T000000,495000.000000,4,2.250000,1940,9144,1.000000,0,0,4,7,1430,510,1956,0,98007,47.594200,-122.135000,1460,9437
1862400353,20150326T000000,721000.000000,4,2.750000,2690,5400,2.000000,0,0,3,7,2210,480,1940,2009,98117,47.696300,-122.367000,1620,5400
3530420110,20140521T000000,195000.000000,2,1.000000,1080,3899,1.000000,0,0,4,8,1080,0,1972,0,98198,47.379200,-122.321000,1090,3899
3375300370,20150306T000000,262500.000000,5,2.250000,1950,8086,1.000000,0,0,3,7,1130,820,1980,0,98003,47.317900,-122.331000,1670,8550
7763400035,20150402T000000,253500.000000,3,1.500000,1440,12040,1.000000,0,0,4,7,1440,0,1959,0,98042,47.371500,-122.160000,1720,12040
3755000060,20140930T000000,315500.000000,3,1.000000,1160,10500,1.000000,0,0,4,7,1160,0,1966,0,98034,47.726700,-122.227000,1520,10500
2566300100,20150327T000000,1388000.000000,5,1.750000,2650,11340,1.000000,0,0,3,8,2650,0,1955,0,98004,47.626000,-122.213000,2780,13204
1771000960,20150429T000000,380000.000000,3,1.000000,1160,9375,1.000000,0,0,3,7,1160,0,1967,0,98077,47.741900,-122.073000,1160,9650
3856902996,20140804T000000,553500.000000,2,1.000000,850,2340,1.000000,0,0,3,7,850,0,1922,0,98105,47.670700,-122.328000,1300,3000
1189000492,20140606T000000,405000.000000,2,2.000000,1405,1073,2.000000,0,0,3,8,1140,265,2007,0,98122,47.612000,-122.295000,1405,3000
2140950130,20140911T000000,440000.000000,4,2.500000,2990,7928,2.000000,0,0,3,9,2990,0,2011,0,98010,47.313900,-122.024000,2810,7401
5416501030,20141124T000000,399000.000000,4,2.500000,2800,4687,2.000000,0,0,3,9,2800,0,2005,0,98038,47.359400,-122.040000,2750,4750
1023079147,20140820T000000,652500.000000,4,2.250000,2220,130244,2.000000,0,0,3,8,2220,0,1989,0,98027,47.498900,-121.900000,2680,130680
9161100795,20150506T000000,476900.000000,3,1.000000,1240,5758,1.500000,0,0,4,6,960,280,1910,0,98116,47.567500,-122.396000,1460,5750
2130702270,20140628T000000,234000.000000,3,1.000000,1040,8128,1.000000,0,0,3,6,1040,0,1983,0,98019,47.742500,-121.981000,1520,7500
2056100275,20141006T000000,530000.000000,2,1.500000,1390,5000,1.000000,0,0,4,8,970,420,1954,0,98116,47.567300,-122.401000,1610,5000
8648900110,20140826T000000,555000.000000,3,2.500000,1940,3211,2.000000,0,0,3,8,1940,0,2009,0,98027,47.564400,-122.093000,1880,3078
11520370,20141229T000000,738000.000000,3,2.500000,2620,9112,2.000000,0,0,3,9,2620,0,1995,0,98052,47.697200,-122.116000,2620,9067
9828702518,20140617T000000,479000.000000,2,2.250000,1230,932,2.000000,0,0,3,8,1020,210,2004,0,98112,47.619200,-122.301000,1230,1064
1523300140,20140904T000000,325000.000000,1,1.000000,730,1942,1.000000,0,0,3,7,730,0,2009,0,98144,47.594300,-122.299000,1020,2044
9542000075,20150327T000000,700000.000000,3,1.750000,2000,14733,1.000000,0,0,4,8,2000,0,1958,0,98005,47.600100,-122.178000,2620,14733
8917100206,20140718T000000,442000.000000,4,1.500000,1960,12688,1.500000,0,0,4,7,1960,0,1962,0,98052,47.630400,-122.097000,2050,9375
3864000090,20150219T000000,858000.000000,5,3.000000,3620,12778,1.000000,0,2,5,8,1900,1720,1964,0,98006,47.551200,-122.191000,2930,10669
2461900790,20150313T000000,560000.000000,4,1.750000,2120,6250,1.000000,0,0,5,7,1060,1060,1917,0,98136,47.550600,-122.385000,1410,6250
6666830390,20140718T000000,779380.000000,5,2.500000,2590,7084,2.000000,0,0,3,8,2590,0,2014,0,98052,47.705300,-122.113000,3010,4823
2767704345,20140520T000000,467000.000000,3,2.250000,1270,1213,2.000000,0,0,3,8,1040,230,2005,0,98107,47.673600,-122.375000,1410,1265
1566100450,20150428T000000,505000.000000,3,2.000000,1110,8375,1.000000,0,0,5,7,1110,0,1951,0,98115,47.697800,-122.297000,1410,7734
2780910100,20141218T000000,349900.000000,5,2.500000,2530,4229,2.000000,0,0,3,7,2530,0,2004,0,98038,47.353100,-122.021000,2070,4879
6675500070,20141119T000000,391500.000000,3,2.000000,1450,9132,1.000000,0,0,3,7,1450,0,1987,0,98034,47.728800,-122.226000,1580,9104
2624049167,20150423T000000,461550.000000,3,1.500000,2090,11895,1.000000,0,0,3,7,1790,300,1954,0,98118,47.536200,-122.267000,2180,11072
1770000130,20141126T000000,435000.000000,3,1.750000,1750,16748,1.000000,0,0,3,7,1330,420,1978,0,98072,47.742100,-122.089000,1750,16050
3216900100,20140612T000000,315000.000000,3,2.500000,1880,7000,2.000000,0,0,3,8,1880,0,1993,0,98031,47.420600,-122.184000,1880,7000
2867300160,20140904T000000,450000.000000,5,3.500000,3931,9497,2.000000,0,0,3,10,2650,1281,2014,0,98023,47.300800,-122.386000,3510,9497
7280300196,20150403T000000,550000.000000,4,2.750000,1800,7750,1.000000,0,0,4,8,1400,400,1965,0,98177,47.777600,-122.384000,1800,8275
2721600125,20150205T000000,1175000.000000,5,2.750000,2560,5618,1.500000,0,2,3,8,2220,340,1923,0,98109,47.641600,-122.355000,2740,4000
9346700320,20150323T000000,722500.000000,4,2.500000,2460,9296,2.000000,0,0,3,9,2460,0,1978,0,98007,47.612500,-122.152000,2730,9900
1558100398,20140515T000000,350000.000000,3,1.750000,1680,250470,1.000000,0,0,4,7,1070,610,1940,0,98019,47.762400,-121.930000,1680,360000
1646502165,20140813T000000,480000.000000,2,1.750000,1170,4635,1.000000,0,0,4,6,690,480,1924,0,98117,47.684200,-122.359000,1240,4120
7853340610,20150421T000000,394000.000000,2,2.000000,1750,2731,2.000000,0,0,3,8,1750,0,2012,0,98065,47.516900,-121.878000,1650,2731
8833510230,20140604T000000,603500.000000,4,2.500000,4060,9734,1.000000,0,4,3,9,2150,1910,1977,0,98028,47.767800,-122.254000,2750,10370
1509500380,20150128T000000,379000.000000,4,2.500000,2570,10155,2.000000,0,0,3,9,2570,0,1994,0,98030,47.384200,-122.170000,2770,10155
2024059052,20140814T000000,975000.000000,6,3.000000,3420,22421,1.000000,0,0,5,9,2270,1150,1948,0,98006,47.550800,-122.189000,2430,15560
324000530,20150323T000000,459000.000000,3,1.000000,1320,5000,1.500000,0,0,3,7,1320,0,1912,0,98116,47.571100,-122.386000,1320,4179
1175001125,20141006T000000,550000.000000,2,1.000000,1080,3420,1.000000,0,0,4,7,780,300,1922,0,98107,47.671500,-122.393000,1380,3656
1565100010,20150327T000000,225000.000000,3,2.250000,1590,9200,1.000000,0,0,4,7,1110,480,1979,0,98092,47.291700,-122.184000,1880,9200
8562600260,20141120T000000,432500.000000,3,1.750000,1470,7350,1.000000,0,0,3,8,1470,0,1963,0,98052,47.668700,-122.154000,1470,7350
5015001045,20140826T000000,1045000.000000,4,3.000000,3560,4000,3.000000,0,2,3,9,2970,590,1996,0,98112,47.626500,-122.300000,1190,4000
5249802240,20140515T000000,497000.000000,4,2.500000,2240,7200,2.000000,0,0,3,8,2240,0,1995,0,98118,47.563600,-122.275000,1860,6600
2303900100,20140911T000000,3800000.000000,3,4.250000,5510,35000,2.000000,0,4,3,13,4910,600,1997,0,98177,47.729600,-122.370000,3430,45302
6806300920,20140610T000000,490000.000000,4,2.500000,3020,8302,2.000000,0,0,4,10,3020,0,1994,0,98042,47.363000,-122.127000,3020,8406
9414610320,20150116T000000,463000.000000,4,2.500000,2680,9928,1.000000,0,0,4,8,1340,1340,1974,0,98027,47.521900,-122.052000,2180,10478
7169500130,20141219T000000,495000.000000,2,2.250000,1460,1623,2.000000,0,0,3,8,1260,200,2005,0,98115,47.676400,-122.301000,1460,1137
1788800630,20141029T000000,96500.000000,3,1.000000,840,12091,1.000000,0,0,3,6,840,0,1959,0,98023,47.328100,-122.343000,840,9324
2597490140,20150326T000000,825000.000000,4,3.250000,3040,4155,2.000000,0,0,3,8,2350,690,2013,0,98029,47.542900,-122.012000,2680,4000
4348800080,20140711T000000,641200.000000,3,1.000000,1060,9123,1.000000,0,0,3,7,1060,0,1952,0,98004,47.621800,-122.193000,1620,9121
9414610240,20150310T000000,485000.000000,3,1.750000,2030,10089,1.000000,0,0,4,8,1330,700,1976,0,98027,47.521700,-122.050000,2030,9827
1873100060,20140829T000000,693000.000000,4,2.500000,2460,4425,2.000000,0,0,3,8,2460,0,2006,0,98052,47.704800,-122.109000,2990,5659
2883200875,20150206T000000,680200.000000,2,1.500000,1960,6000,1.000000,0,0,3,8,1210,750,1951,0,98103,47.684900,-122.333000,2060,6000
3840700653,20141212T000000,436000.000000,4,2.750000,2080,9600,1.000000,0,0,3,8,1240,840,1979,0,98034,47.714900,-122.235000,1880,9525
3123049142,20140805T000000,452000.000000,3,2.250000,2600,14810,1.000000,0,2,4,8,1490,1110,1956,0,98166,47.432600,-122.341000,2450,16715
6802200100,20150115T000000,271900.000000,3,2.000000,1450,8771,2.000000,0,0,4,7,1450,0,1991,0,98022,47.194700,-121.989000,1450,8653
1041440050,20150428T000000,359950.000000,5,2.750000,2844,3990,2.000000,0,0,3,8,2844,0,2013,0,98092,47.325900,-122.167000,2273,3900
3330501545,20141201T000000,330000.000000,2,1.000000,950,3090,1.000000,0,0,4,6,950,0,1909,0,98118,47.551000,-122.276000,1230,4120
3797710020,20150327T000000,325000.000000,4,2.250000,1770,7799,2.000000,0,0,3,7,1770,0,1998,0,98031,47.419200,-122.202000,1770,7778
722039087,20140923T000000,220500.000000,2,1.000000,990,57499,1.000000,0,0,2,6,990,0,1949,0,98070,47.414500,-122.463000,2090,27442
142000165,20140507T000000,749950.000000,4,2.750000,2600,6050,2.000000,0,0,5,8,1960,640,1949,0,98116,47.565600,-122.400000,1990,6050
2622049052,20140516T000000,400000.000000,3,2.500000,2740,83199,2.000000,0,4,3,9,2740,0,1973,0,98032,47.358100,-122.266000,2500,29269
4219401236,20140520T000000,1690000.000000,3,1.750000,3400,8965,1.000000,0,2,5,9,1820,1580,1957,0,98105,47.656900,-122.273000,3200,8500
2207500880,20140728T000000,690000.000000,3,1.000000,1580,4000,2.000000,0,0,3,8,1580,0,1905,0,98102,47.636300,-122.320000,2190,4000
7893206305,20141006T000000,245000.000000,3,1.500000,2100,10000,1.000000,0,0,4,7,2100,0,1954,0,98198,47.422200,-122.331000,1300,7500
6385800030,20150422T000000,335000.000000,4,2.250000,2100,7305,1.000000,0,0,4,7,1050,1050,1963,0,98188,47.467600,-122.296000,1760,7308
2493200435,20140825T000000,360000.000000,2,2.000000,1180,3200,1.000000,0,1,4,6,590,590,1945,0,98136,47.527500,-122.383000,1350,4000
1825079086,20140521T000000,700000.000000,4,2.500000,3010,46173,2.000000,0,0,3,9,3010,0,1996,0,98053,47.647100,-121.964000,2590,49222
9214400120,20140602T000000,455000.000000,2,1.000000,1140,5720,1.000000,0,0,3,7,850,290,1947,0,98115,47.682700,-122.298000,1410,5832
2946000912,20140923T000000,212500.000000,3,1.500000,1270,7128,1.000000,0,0,4,6,1270,0,1954,0,98198,47.422000,-122.321000,1270,7986
6056100295,20140530T000000,330000.000000,2,2.500000,1240,1546,2.000000,0,0,3,7,1240,0,2007,0,98108,47.563400,-122.298000,1520,2468
8029510030,20150212T000000,363000.000000,3,2.500000,2740,11872,2.000000,0,0,3,9,2740,0,1990,0,98023,47.307600,-122.395000,2570,10377
3755000120,20150226T000000,360000.000000,3,1.000000,1120,10500,1.000000,0,0,4,7,1120,0,1966,0,98034,47.726700,-122.226000,1320,10500
1860600135,20140502T000000,2384000.000000,5,2.500000,3650,9050,2.000000,0,4,5,10,3370,280,1921,0,98119,47.634500,-122.367000,2880,5400
5456000570,20141230T000000,1060000.000000,3,2.750000,2700,22343,1.500000,0,1,4,10,2700,0,1977,0,98040,47.570600,-122.209000,3390,15682
5559200170,20150430T000000,307000.000000,4,2.000000,2390,23972,2.000000,0,0,3,7,1720,670,1949,0,98023,47.319700,-122.343000,1950,22750
5694500840,20141125T000000,559000.000000,2,3.000000,1650,960,3.000000,0,0,3,8,1350,300,2015,0,98103,47.661100,-122.346000,1650,3000
1934800138,20141204T000000,390000.000000,2,1.500000,1050,934,2.000000,0,0,3,8,960,90,2007,0,98122,47.602900,-122.309000,1470,1885
6823100225,20150414T000000,700000.000000,4,1.750000,1870,6000,1.000000,0,0,5,8,1670,200,1949,0,98199,47.643500,-122.399000,1710,6000
9510970520,20140616T000000,638000.000000,3,2.500000,2110,3600,2.000000,0,0,3,9,2110,0,2005,0,98052,47.665000,-122.082000,2540,4384
8731980680,20150112T000000,329000.000000,3,2.750000,1920,7700,1.000000,0,0,4,8,1320,600,1978,0,98023,47.321300,-122.378000,2040,8000
8902000175,20140620T000000,489000.000000,4,2.000000,2120,11479,1.000000,0,0,4,7,1060,1060,1940,0,98125,47.708400,-122.303000,1540,11000
3575302759,20140806T000000,365000.000000,2,1.750000,1270,7500,1.000000,0,0,4,7,1270,0,1982,0,98074,47.618600,-122.063000,1280,7500
1085623250,20150331T000000,415000.000000,4,2.500000,2544,4071,2.000000,0,0,3,9,2544,0,2013,0,98030,47.341000,-122.179000,2358,4179
669000350,20140926T000000,1245000.000000,3,3.000000,4610,8400,2.000000,0,2,3,8,2790,1820,1947,1999,98144,47.585400,-122.292000,2160,5000
8024200683,20140709T000000,440000.000000,3,1.500000,1270,1413,3.000000,0,0,3,8,1270,0,2007,0,98115,47.698900,-122.317000,1270,1413
2738600080,20140815T000000,495000.000000,4,3.000000,2740,2811,2.000000,0,0,3,8,2240,500,2003,0,98072,47.773800,-122.158000,2740,3596
8818900060,20141125T000000,664000.000000,4,2.000000,1530,4080,1.500000,0,0,4,7,1530,0,1912,0,98105,47.664500,-122.325000,1860,4080
823059185,20140520T000000,326000.000000,6,3.000000,1880,7200,1.000000,0,0,4,7,1880,0,1966,0,98056,47.502900,-122.188000,1540,13022
2461900845,20140903T000000,310000.000000,1,1.000000,570,6000,1.000000,0,0,2,5,570,0,1918,0,98136,47.551700,-122.385000,1530,6000
3971701990,20140812T000000,400000.000000,4,1.750000,1810,9750,2.000000,0,0,4,7,1810,0,1977,0,98155,47.768100,-122.311000,1570,10000
2025600280,20150406T000000,241400.000000,3,2.000000,1420,9828,1.000000,0,0,4,7,1420,0,1990,0,98010,47.328700,-122.011000,1550,7227
7937600262,20140710T000000,379900.000000,3,2.000000,3110,44967,2.000000,0,0,3,9,3020,90,1999,0,98058,47.434300,-122.082000,2150,44967
5595900090,20140609T000000,250000.000000,5,1.500000,2520,5753,1.500000,0,0,4,7,1510,1010,1928,0,98022,47.205800,-121.997000,1620,6875
2251500270,20150413T000000,700000.000000,4,2.250000,2690,15000,2.000000,0,0,3,9,1890,800,1978,0,98074,47.612000,-122.064000,2670,15030
339600090,20140925T000000,369950.000000,3,2.500000,1360,3718,2.000000,0,0,3,7,1360,0,1987,0,98052,47.682700,-122.097000,1090,3718
8126300410,20140725T000000,650000.000000,4,1.750000,2390,12000,1.000000,0,0,3,8,1470,920,1979,0,98052,47.706100,-122.163000,2110,12000
2159900020,20141126T000000,445000.000000,2,1.500000,1510,2001,2.000000,0,0,4,8,1510,0,1985,0,98007,47.621100,-122.153000,1510,2055
1024069027,20140723T000000,1139990.000000,4,3.250000,3740,11467,2.000000,0,0,3,10,3740,0,2014,0,98029,47.581000,-122.022000,2510,27520
326049038,20150504T000000,520000.000000,4,2.750000,2700,9882,2.000000,0,0,3,7,2700,0,1958,1989,98155,47.767100,-122.291000,2250,10797
1571100130,20140904T000000,285000.000000,3,1.000000,1440,4268,1.000000,0,0,3,7,1040,400,1953,0,98108,47.546800,-122.293000,1370,4268
1250203335,20140527T000000,1050000.000000,4,2.500000,2920,7200,1.000000,0,3,3,8,1470,1450,1921,2006,98144,47.594700,-122.288000,3210,6825
2162000190,20141215T000000,693000.000000,3,2.250000,2120,13644,2.000000,0,1,4,9,1420,700,1973,0,98040,47.557400,-122.214000,2950,17060
6403510410,20140905T000000,405000.000000,4,2.500000,1850,9136,2.000000,0,0,3,8,1850,0,1997,0,98059,47.494300,-122.157000,1930,7873
7831800110,20150115T000000,215000.000000,3,1.000000,1210,7175,1.000000,0,0,3,7,1210,0,1918,0,98106,47.533900,-122.356000,1640,5850
8024201870,20141029T000000,590000.000000,4,1.500000,2230,5109,1.500000,0,0,3,7,1330,900,1918,0,98115,47.699600,-122.310000,1630,5109
1222069136,20141212T000000,500000.000000,4,2.750000,3000,213008,1.000000,0,0,4,8,3000,0,1975,0,98038,47.403200,-121.982000,2300,74191
1085621960,20141212T000000,303000.000000,3,2.500000,2056,3564,2.000000,0,0,3,7,2056,0,2014,0,98092,47.338000,-122.181000,2056,3577
1775930140,20150505T000000,365000.000000,3,1.750000,1830,17349,1.000000,0,0,3,8,1230,600,1977,0,98072,47.742700,-122.109000,1840,11694
4396000530,20140611T000000,290000.000000,3,1.750000,1520,15090,1.000000,0,0,4,7,1520,0,1968,0,98038,47.398000,-121.964000,1580,18618
4232901120,20140520T000000,792000.000000,3,1.500000,1570,1050,2.000000,0,0,3,8,1570,0,1915,0,98109,47.635800,-122.356000,2070,3600
9169600043,20150424T000000,765000.000000,3,1.750000,2190,6450,1.000000,0,0,3,8,1480,710,1957,0,98136,47.528400,-122.391000,2190,6450
1900600040,20140507T000000,265000.000000,5,1.500000,1500,7112,1.000000,0,0,5,6,760,740,1920,0,98166,47.469200,-122.350000,1200,7112
3705900130,20140523T000000,377691.000000,5,1.750000,2120,8399,1.000000,0,0,4,7,1320,800,1942,0,98133,47.762100,-122.335000,2120,8398
1926059099,20141208T000000,708000.000000,5,3.250000,3060,11778,2.000000,0,0,3,8,3060,0,2004,0,98034,47.721200,-122.222000,1840,10403
3862400050,20140506T000000,465000.000000,3,2.250000,1970,11088,1.000000,0,0,4,8,1180,790,1967,0,98155,47.765100,-122.277000,1970,10470
1370802540,20150108T000000,875000.000000,2,2.500000,2720,4913,1.000000,0,1,4,8,1700,1020,1936,0,98199,47.638400,-122.404000,2520,5303
7955030010,20141010T000000,318000.000000,3,1.000000,1250,20040,1.000000,0,0,3,7,1250,0,1970,0,98072,47.751400,-122.108000,1640,19840
200800330,20140711T000000,440000.000000,3,1.750000,1450,6829,1.000000,0,0,3,8,1450,0,1983,0,98052,47.722200,-122.108000,1950,7622
3972900215,20150126T000000,315000.000000,2,1.000000,1120,7350,1.000000,0,0,3,7,1120,0,1942,0,98155,47.764800,-122.310000,1320,7545
8965500900,20150213T000000,725000.000000,3,2.500000,2090,9847,2.000000,0,2,3,9,2090,0,1983,0,98006,47.565100,-122.114000,2860,11483
2158900140,20140905T000000,695000.000000,3,3.750000,2380,3600,1.500000,0,0,3,7,1690,690,1927,0,98112,47.637400,-122.307000,1990,3520
2009003136,20140822T000000,325000.000000,1,1.000000,1220,12426,1.000000,0,4,4,6,1220,0,1946,0,98198,47.404700,-122.331000,2770,22270
8148600055,20140513T000000,225000.000000,3,1.000000,1040,6535,1.000000,0,0,3,6,1040,0,1947,0,98168,47.490600,-122.306000,1100,6535
8680500220,20141203T000000,521900.000000,3,2.500000,2100,12338,2.000000,0,0,3,9,2100,0,1997,0,98072,47.741200,-122.168000,2320,6257
2141500020,20141217T000000,500000.000000,4,2.500000,2230,8560,2.000000,0,0,3,8,2230,0,2002,0,98059,47.487700,-122.143000,2400,7756
524069075,20141024T000000,450000.000000,4,2.500000,2450,20348,1.000000,0,0,3,8,1410,1040,1978,0,98075,47.588700,-122.064000,2450,50094
8663280160,20150305T000000,545000.000000,5,2.500000,2520,7863,1.000000,0,0,3,7,1500,1020,1981,0,98034,47.709600,-122.199000,2030,8580
4058801575,20141217T000000,415000.000000,4,1.750000,2230,9625,1.000000,0,4,3,8,1180,1050,1955,0,98178,47.508000,-122.244000,2300,8211
7550801220,20150227T000000,450000.000000,2,1.000000,1020,5000,1.500000,0,0,4,6,1020,0,1906,0,98107,47.672500,-122.396000,1490,5000
9264921110,20150115T000000,275000.000000,3,1.750000,1840,14005,1.000000,0,0,3,8,1840,0,1983,0,98023,47.312400,-122.345000,2170,7992
